episode,timestep,reward
30,2000,-1.02
56,4000,-1.1731
87,6000,-1.2
112,8000,-1.388
137,10000,-0.764
167,12000,-1.18
192,14000,-1.328
223,16000,-1.3
251,18000,-1.3786
276,20000,-1.336
